FID,sample_id,sample_date,indicator,value,unit,site,state,latitude,longitude,licence,authority,treatment,population,scale,description,location_type,GEOM
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6148,20425,2015-09-30,Total Dissolved Solids,292,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6147,20427,2015-11-30,Total Dissolved Solids,234,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6146,20429,2015-01-31,Total Suspended Solids,140,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6145,20430,2015-02-28,Total Suspended Solids,140,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6144,20432,2015-04-30,Total Suspended Solids,130,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6143,20434,2015-06-30,Total Suspended Solids,120,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6142,20436,2015-08-31,Total Suspended Solids,148,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6141,20431,2015-03-31,Total Suspended Solids,220,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6140,20433,2015-05-31,Total Suspended Solids,190,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-613f,20435,2015-07-31,Total Suspended Solids,138,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-613e,20437,2015-09-30,Total Suspended Solids,159,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-613d,20438,2015-10-31,Total Suspended Solids,150,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-613c,20440,2015-12-31,Total Suspended Solids,154,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-613b,20442,2015-02-28,Total Phosphorus,9.2,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-613a,20444,2015-04-30,Total Phosphorus,11,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6139,20439,2015-11-30,Total Suspended Solids,143,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6138,20441,2015-01-31,Total Phosphorus,12,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6137,20443,2015-03-31,Total Phosphorus,11,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6136,20445,2015-05-31,Total Phosphorus,10,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6135,20446,2015-06-30,Total Phosphorus,12,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
